,empty-1/base,,,,,,empty-1/max-1000-step-1000-size-50-deg-10,,,,,,empty-1/max-1500-step-1500-size-50-deg-10,,,,,,empty-1/max-500-step-500-size-50-deg-10,,,,,,empty-1/max-1000-step-1000-size-50-deg-10-lbd-3,,,,,,empty-1/max-1000-step-1000-size-50-deg-10-lbd-5,,,,,,min,,,,,,median,,,,,,max,,,,,
,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded,time,ctime,choices,conflicts,mem,ngadded
pddl-instances/ipc-2004/domains/satellite-strips/instance-31.lp,900,900,0,0,8138,0,900,900,0,0,8186,0,900,900,0,0,8169,0,900,900,0,0,8210,0,900,900,0,0,8004,0,900,900,0,0,8188,0,900,900,0,0,8004,0,900,900,0,0,8177.5,0,900,900,0,0,8210,0
pddl-instances/ipc-2004/domains/satellite-strips/instance-32.lp,900,900,0,0,8264,0,900,900,0,0,8011,0,900,900,0,0,8177,0,900,900,0,0,8003,0,900,900,0,0,8197,0,900,900,0,0,8128,0,900,900,0,0,8003,0,900,900,0,0,8152.5,0,900,900,0,0,8264,0
pddl-instances/ipc-2004/domains/satellite-strips/instance-33.lp,900,900,0,0,8029,0,900,900,0,0,8133,0,900,900,0,0,8181,0,900,900,0,0,8078,0,900,900,0,0,8051,0,900,900,0,0,8168,0,900,900,0,0,8029,0,900,900,0,0,8105.5,0,900,900,0,0,8181,0
pddl-instances/ipc-2004/domains/satellite-strips/instance-34.lp,900,900,0,0,8185,0,900,900,0,0,8107,0,900,900,0,0,8011,0,900,900,0,0,8184,0,900,900,0,0,8184,0,900,900,0,0,8175,0,900,900,0,0,8011,0,900,900,0,0,8179.5,0,900,900,0,0,8185,0
pddl-instances/ipc-2004/domains/satellite-strips/instance-35.lp,900,900,0,0,8233,0,900,900,0,0,8048,0,900,900,0,0,8124,0,900,900,0,0,8222,0,900,900,0,0,8212,0,900,900,0,0,8219,0,900,900,0,0,8048,0,900,900,0,0,8215.5,0,900,900,0,0,8233,0
pddl-instances/ipc-2004/domains/satellite-strips/instance-36.lp,900,900,0,0,8277,0,900,900,0,0,8102,0,900,900,0,0,8029,0,900,900,0,0,8066,0,900,900,0,0,8057,0,900,900,0,0,8270,0,900,900,0,0,8029,0,900,900,0,0,8084,0,900,900,0,0,8277,0
pddl-instances/ipc-2004/domains/satellite-strips/instance-4.lp,1.35,1.188,269,93,38,0,1.19,1.034,309,132,36,3,1.35,1.111,309,132,38,3,1.17,1.046,309,132,37,3,1.42,1.276,309,132,36,3,1.21,1.067,309,132,37,3,1.17,1.034,269,93,36,0,1.28,1.089,309,132,37,3,1.42,1.276,309,132,38,3
pddl-instances/ipc-2004/domains/satellite-strips/instance-5.lp,2.07,1.829,842,376,50,0,1.78,1.486,278,145,54,109,2.01,1.722,278,145,54,109,1.93,1.529,278,145,53,109,1.87,1.59,278,145,51,69,1.82,1.529,278,145,53,107,1.78,1.486,278,145,50,0,1.9,1.5595,278,145,53,108,2.07,1.829,842,376,54,109
pddl-instances/ipc-2004/domains/satellite-strips/instance-6.lp,2.23,1.96,281,89,52,0,2.18,2.017,152,28,53,3,2.17,2.02,152,28,54,3,2.23,2.013,152,28,53,3,1.97,1.811,152,28,57,3,2.12,1.949,152,28,53,3,1.97,1.811,152,28,52,0,2.175,1.9865,152,28,53,3,2.23,2.02,281,89,57,3
pddl-instances/ipc-2004/domains/satellite-strips/instance-7.lp,3.68,3.291,591,190,86,0,3.81,3.485,673,218,87,122,3.47,3.045,673,218,87,122,3.58,3.254,673,218,89,122,3.56,3.23,673,218,87,79,3.91,3.562,673,218,86,107,3.47,3.045,591,190,86,0,3.63,3.2725,673,218,87,114.5,3.91,3.562,673,218,89,122
pddl-instances/ipc-2004/domains/satellite-strips/instance-8.lp,7.84,7.523,3132,1302,179,0,7.59,7.26,2750,900,180,103,7.92,7.482,2750,900,178,103,7.64,7.312,2750,900,180,103,7.95,7.62,3880,1344,180,72,7.7,7.256,2496,752,178,92,7.59,7.256,2496,752,178,0,7.77,7.397,2750,900,179.5,97.5,7.95,7.62,3880,1344,180,103
pddl-instances/ipc-2004/domains/satellite-strips/instance-9.lp,9.37,9.003,546,123,205,0,9.43,9.055,1685,353,203,67,9.46,9.09,1685,353,206,67,9.75,9.387,1685,353,207,67,9.63,9.276,540,119,200,37,9.21,8.867,1685,353,205,60,9.21,8.867,540,119,200,0,9.445,9.0725,1685,353,205,63.5,9.75,9.387,1685,353,207,67
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-1.lp,0.72,0.489,19,3,23,0,0.49,0.396,19,3,23,0,0.47,0.368,19,3,23,0,0.57,0.453,19,3,23,0,0.57,0.445,19,3,23,0,0.64,0.516,19,3,24,0,0.47,0.368,19,3,23,0,0.57,0.449,19,3,23,0,0.72,0.516,19,3,24,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-10.lp,900,900,0,0,3935,0,900,900,0,0,4045,0,900,900,0,0,4071,0,900,900,0,0,3961,0,900,900,0,0,3962,0,900,900,0,0,3941,0,900,900,0,0,3935,0,900,900,0,0,3961.5,0,900,900,0,0,4071,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-11.lp,900,900,0,0,3836,0,900,900,0,0,3833,0,900,900,0,0,3859,0,900,900,0,0,3944,0,900,900,0,0,3942,0,900,900,0,0,3838,0,900,900,0,0,3833,0,900,900,0,0,3848.5,0,900,900,0,0,3944,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-12.lp,900,900,0,0,4484,0,900,900,0,0,4531,0,900,900,0,0,4368,0,900,900,0,0,4379,0,900,900,0,0,4459,0,900,900,0,0,4379,0,900,900,0,0,4368,0,900,900,0,0,4419,0,900,900,0,0,4531,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-13.lp,900,900,0,0,4905,0,900,900,0,0,4889,0,900,900,0,0,5025,0,900,900,0,0,4992,0,900,900,0,0,4991,0,900,900,0,0,4906,0,900,900,0,0,4889,0,900,900,0,0,4948.5,0,900,900,0,0,5025,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-14.lp,900,900,0,0,4871,0,900,900,0,0,4885,0,900,900,0,0,4844,0,900,900,0,0,4660,0,900,900,0,0,4665,0,900,900,0,0,4871,0,900,900,0,0,4660,0,900,900,0,0,4857.5,0,900,900,0,0,4885,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-15.lp,900,900,0,0,5089,0,900,900,0,0,4941,0,900,900,0,0,4856,0,900,900,0,0,4998,0,900,900,0,0,4891,0,900,900,0,0,4864,0,900,900,0,0,4856,0,900,900,0,0,4916,0,900,900,0,0,5089,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-16.lp,900,900,0,0,5699,0,900,900,0,0,5696,0,900,900,0,0,5698,0,900,900,0,0,5839,0,900,900,0,0,5680,0,900,900,0,0,5678,0,900,900,0,0,5678,0,900,900,0,0,5697,0,900,900,0,0,5839,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-17.lp,900,900,0,0,6046,0,900,900,0,0,5970,0,900,900,0,0,6048,0,900,900,0,0,6022,0,900,900,0,0,5970,0,900,900,0,0,6021,0,900,900,0,0,5970,0,900,900,0,0,6021.5,0,900,900,0,0,6048,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-18.lp,900,900,0,0,5202,0,900,900,0,0,5235,0,900,900,0,0,5343,0,900,900,0,0,5294,0,900,900,0,0,5209,0,900,900,0,0,5259,0,900,900,0,0,5202,0,900,900,0,0,5247,0,900,900,0,0,5343,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-19.lp,900,900,0,0,6107,0,900,900,0,0,6233,0,900,900,0,0,6134,0,900,900,0,0,6057,0,900,900,0,0,6042,0,900,900,0,0,6196,0,900,900,0,0,6042,0,900,900,0,0,6120.5,0,900,900,0,0,6233,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-2.lp,900,900,0,0,1237,0,900,900,0,0,1239,0,900,900,0,0,1245,0,900,900,0,0,1243,0,900,900,0,0,1235,0,900,900,0,0,1233,0,900,900,0,0,1233,0,900,900,0,0,1238,0,900,900,0,0,1245,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-20.lp,900,900,0,0,5596,0,900,900,0,0,5632,0,900,900,0,0,5597,0,900,900,0,0,5593,0,900,900,0,0,5589,0,900,900,0,0,5648,0,900,900,0,0,5589,0,900,900,0,0,5596.5,0,900,900,0,0,5648,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-21.lp,900,900,0,0,6189,0,900,900,0,0,6241,0,900,900,0,0,6090,0,900,900,0,0,6125,0,900,900,0,0,6174,0,900,900,0,0,6105,0,900,900,0,0,6090,0,900,900,0,0,6149.5,0,900,900,0,0,6241,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-22.lp,900,900,0,0,5924,0,900,900,0,0,5941,0,900,900,0,0,5937,0,900,900,0,0,5968,0,900,900,0,0,5888,0,900,900,0,0,5996,0,900,900,0,0,5888,0,900,900,0,0,5939,0,900,900,0,0,5996,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-23.lp,900,900,0,0,6369,0,900,900,0,0,6263,0,900,900,0,0,6220,0,900,900,0,0,6218,0,900,900,0,0,6217,0,900,900,0,0,6335,0,900,900,0,0,6217,0,900,900,0,0,6241.5,0,900,900,0,0,6369,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-24.lp,900,900,0,0,6352,0,900,900,0,0,6232,0,900,900,0,0,6350,0,900,900,0,0,6182,0,900,900,0,0,6216,0,900,900,0,0,6183,0,900,900,0,0,6182,0,900,900,0,0,6224,0,900,900,0,0,6352,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-25.lp,900,900,0,0,7413,0,900,900,0,0,7414,0,900,900,0,0,7498,0,900,900,0,0,7471,0,900,900,0,0,7442,0,900,900,0,0,7416,0,900,900,0,0,7413,0,900,900,0,0,7429,0,900,900,0,0,7498,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-26.lp,900,900,0,0,7067,0,900,900,0,0,7056,0,900,900,0,0,7053,0,900,900,0,0,7069,0,900,900,0,0,6976,0,900,900,0,0,7216,0,900,900,0,0,6976,0,900,900,0,0,7061.5,0,900,900,0,0,7216,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-27.lp,900,900,0,0,7145,0,900,900,0,0,7142,0,900,900,0,0,7214,0,900,900,0,0,7147,0,900,900,0,0,7145,0,900,900,0,0,7032,0,900,900,0,0,7032,0,900,900,0,0,7145,0,900,900,0,0,7214,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-28.lp,900,900,0,0,7481,0,900,900,0,0,7425,0,900,900,0,0,7533,0,900,900,0,0,7424,0,900,900,0,0,7402,0,900,900,0,0,7506,0,900,900,0,0,7402,0,900,900,0,0,7453,0,900,900,0,0,7533,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-29.lp,900,900,0,0,6326,0,900,900,0,0,6514,0,900,900,0,0,6327,0,900,900,0,0,6508,0,900,900,0,0,6415,0,900,900,0,0,6365,0,900,900,0,0,6326,0,900,900,0,0,6390,0,900,900,0,0,6514,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-3.lp,900,900,0,0,1598,0,900,900,0,0,1597,0,900,900,0,0,1658,0,900,900,0,0,1597,0,900,900,0,0,1596,0,900,900,0,0,1604,0,900,900,0,0,1596,0,900,900,0,0,1597.5,0,900,900,0,0,1658,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-30.lp,900,900,0,0,6710,0,900,900,0,0,6612,0,900,900,0,0,6693,0,900,900,0,0,6653,0,900,900,0,0,6657,0,900,900,0,0,6740,0,900,900,0,0,6612,0,900,900,0,0,6675,0,900,900,0,0,6740,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-4.lp,900,900,0,0,1829,0,900,900,0,0,1848,0,900,900,0,0,1825,0,900,900,0,0,1830,0,900,900,0,0,1846,0,900,900,0,0,1829,0,900,900,0,0,1825,0,900,900,0,0,1829.5,0,900,900,0,0,1848,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-5.lp,900,900,0,0,2404,0,900,900,0,0,2467,0,900,900,0,0,2414,0,900,900,0,0,2401,0,900,900,0,0,2411,0,900,900,0,0,2404,0,900,900,0,0,2401,0,900,900,0,0,2407.5,0,900,900,0,0,2467,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-6.lp,900,900,0,0,3075,0,900,900,0,0,3041,0,900,900,0,0,3055,0,900,900,0,0,3055,0,900,900,0,0,3087,0,900,900,0,0,3038,0,900,900,0,0,3038,0,900,900,0,0,3055,0,900,900,0,0,3087,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-7.lp,900,900,0,0,3487,0,900,900,0,0,3373,0,900,900,0,0,3408,0,900,900,0,0,3405,0,900,900,0,0,3419,0,900,900,0,0,3493,0,900,900,0,0,3373,0,900,900,0,0,3413.5,0,900,900,0,0,3493,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-8.lp,900,900,0,0,4355,0,900,900,0,0,4381,0,900,900,0,0,4421,0,900,900,0,0,4395,0,900,900,0,0,4377,0,900,900,0,0,4341,0,900,900,0,0,4341,0,900,900,0,0,4379,0,900,900,0,0,4421,0
pddl-instances/ipc-2006/domains/pathways-propositional-strips/instance-9.lp,900,900,0,0,3974,0,900,900,0,0,3940,0,900,900,0,0,3954,0,900,900,0,0,3972,0,900,900,0,0,4024,0,900,900,0,0,3969,0,900,900,0,0,3940,0,900,900,0,0,3970.5,0,900,900,0,0,4024,0
pddl-instances/ipc-2006/domains/rovers-propositional/instance-1.lp,0.64,0.516,13,3,23,0,0.55,0.428,13,3,23,0,0.53,0.415,13,3,22,0,0.57,0.447,13,3,23,0,0.55,0.425,13,3,23,0,0.52,0.393,13,3,22,0,0.52,0.393,13,3,22,0,0.55,0.4265,13,3,23,0,0.64,0.516,13,3,23,0
pddl-instances/ipc-2006/domains/rovers-propositional/instance-10.lp,1.23,1.019,694,159,34,0,1.09,0.885,687,160,35,92,1.05,0.849,687,160,36,92,1,0.79,687,160,35,92,1.08,0.883,686,159,33,55,0.97,0.781,687,160,34,73,0.97,0.781,686,159,33,0,1.065,0.866,687,160,34.5,82.5,1.23,1.019,694,160,36,92
pddl-instances/ipc-2006/domains/rovers-propositional/instance-11.lp,1.1,0.973,674,82,32,0,0.95,0.805,674,82,35,0,1.25,0.986,674,82,35,0,1.12,0.981,674,82,32,0,1.02,0.892,674,82,32,0,1.03,0.89,674,82,32,0,0.95,0.805,674,82,32,0,1.065,0.9325,674,82,32,0,1.25,0.986,674,82,35,0
pddl-instances/ipc-2006/domains/rovers-propositional/instance-12.lp,0.89,0.761,116,49,28,0,0.88,0.752,116,49,28,0,0.72,0.613,116,49,27,0,0.88,0.661,116,49,29,0,0.75,0.632,116,49,28,0,0.77,0.645,116,49,28,0,0.72,0.613,116,49,27,0,0.825,0.653,116,49,28,0,0.89,0.761,116,49,29,0
pddl-instances/ipc-2006/domains/rovers-propositional/instance-13.lp,1.68,1.509,1247,300,48,0,1.72,1.528,1916,528,48,34,1.67,1.482,1916,528,50,34,1.73,1.542,1916,528,47,34,1.5,1.32,545,161,47,25,1.57,1.387,1609,404,50,30,1.5,1.32,545,161,47,0,1.675,1.4955,1762.5,466,48,32,1.73,1.542,1916,528,50,34
pddl-instances/ipc-2006/domains/rovers-propositional/instance-14.lp,1.4,1.138,442,116,36,0,1.09,0.934,365,62,36,7,1.12,0.961,365,62,36,7,1.19,1.049,365,62,36,7,1.08,0.936,426,109,36,5,1.11,0.972,365,62,36,7,1.08,0.934,365,62,36,0,1.115,0.9665,365,62,36,7,1.4,1.138,442,116,36,7
pddl-instances/ipc-2006/domains/rovers-propositional/instance-15.lp,1.27,1.122,1560,606,39,0,1.37,1.219,812,330,39,2,1.18,1.016,812,330,38,2,1.18,1.043,812,330,37,2,1.23,1.074,812,330,37,2,1.23,0.989,812,330,38,2,1.18,0.989,812,330,37,0,1.23,1.0585,812,330,38,2,1.37,1.219,1560,606,39,2
pddl-instances/ipc-2006/domains/rovers-propositional/instance-16.lp,1.47,1.245,1308,488,43,0,1.55,1.266,2703,824,47,139,1.45,1.177,2703,824,46,139,1.63,1.353,2703,824,46,139,1.46,1.209,1500,475,44,68,1.38,1.127,2450,753,45,103,1.38,1.127,1308,475,43,0,1.465,1.227,2576.5,788.5,45.5,121,1.63,1.353,2703,824,47,139
pddl-instances/ipc-2006/domains/rovers-propositional/instance-17.lp,2.43,2.199,1818,324,69,0,2.45,2.19,1587,262,68,66,2.48,2.243,1587,262,73,66,2.56,2.244,1587,262,69,66,2.54,2.309,3136,385,69,38,2.42,2.185,1352,253,70,58,2.42,2.185,1352,253,68,0,2.465,2.221,1587,262,69,62,2.56,2.309,3136,385,73,66
pddl-instances/ipc-2006/domains/rovers-propositional/instance-18.lp,2.92,2.739,478,76,73,0,2.75,2.548,1997,405,73,27,2.8,2.6,1997,405,77,27,2.76,2.579,1997,405,73,27,2.76,2.565,4405,751,77,20,2.73,2.534,4405,751,77,20,2.73,2.534,478,76,73,0,2.76,2.572,1997,405,75,23.5,2.92,2.739,4405,751,77,27
pddl-instances/ipc-2006/domains/rovers-propositional/instance-19.lp,7.29,7.008,8446,3251,163,0,6.94,6.649,10528,3848,163,34,7.07,6.786,10528,3848,164,34,7.18,6.88,10528,3848,165,34,6.88,6.576,8530,2947,164,17,6.69,6.397,5579,2033,164,25,6.69,6.397,5579,2033,163,0,7.005,6.7175,9529,3549.5,164,29.5,7.29,7.008,10528,3848,165,34
pddl-instances/ipc-2006/domains/rovers-propositional/instance-2.lp,0.54,0.417,25,7,23,0,0.57,0.45,25,7,22,0,0.64,0.417,25,7,23,0,0.55,0.439,25,7,22,0,0.5,0.388,25,7,22,0,0.53,0.418,25,7,23,0,0.5,0.388,25,7,22,0,0.545,0.4175,25,7,22.5,0,0.64,0.45,25,7,23,0
pddl-instances/ipc-2006/domains/rovers-propositional/instance-20.lp,11.67,11.248,49756,18535,214,0,11.05,10.579,46354,17009,215,156,11.42,10.947,46354,17009,216,156,11.05,10.49,41511,14875,216,147,10.46,10.003,31969,10405,214,119,9.79,9.326,25039,6740,216,136,9.79,9.326,25039,6740,214,0,11.05,10.5345,43932.5,15942,215.5,141.5,11.67,11.248,49756,18535,216,156
pddl-instances/ipc-2006/domains/rovers-propositional/instance-21.lp,15.58,15.152,24144,4239,336,0,15.41,14.943,17829,2900,337,34,15.11,14.7,17829,2900,337,34,15.14,14.691,17829,2900,338,34,15.29,14.823,15554,2668,338,32,15.47,15.004,15554,2668,338,33,15.11,14.691,15554,2668,336,0,15.35,14.883,17829,2900,337.5,33.5,15.58,15.152,24144,4239,338,34
pddl-instances/ipc-2006/domains/rovers-propositional/instance-22.lp,12.86,12.342,15601,3085,286,0,12.77,12.25,25660,1257,288,64,13.02,12.52,25660,1257,287,64,12.51,11.956,25660,1257,286,64,12.51,11.972,21174,1004,285,56,12.76,12.222,25660,1257,288,61,12.51,11.956,15601,1004,285,0,12.765,12.236,25660,1257,286.5,62.5,13.02,12.52,25660,3085,288,64
pddl-instances/ipc-2006/domains/rovers-propositional/instance-23.lp,22.77,22.064,47246,9129,456,0,21.25,20.542,24702,4276,457,402,21.14,20.35,24702,4276,460,402,21.69,21.037,37226,6389,456,196,21.54,20.748,25304,4960,457,359,21.61,20.882,35612,6555,458,376,21.14,20.35,24702,4276,456,0,21.575,20.815,30458,5674.5,457,367.5,22.77,22.064,47246,9129,460,402
pddl-instances/ipc-2006/domains/rovers-propositional/instance-24.lp,14.47,13.765,52385,6812,324,0,15.05,14.261,36869,5687,329,547,14.56,13.815,36869,5687,328,547,15.13,14.475,38158,8164,323,313,18.13,17.434,72536,20828,324,395,14.86,14.11,54773,7790,327,495,14.47,13.765,36869,5687,323,0,14.955,14.1855,45271.5,7301,325.5,445,18.13,17.434,72536,20828,329,547
pddl-instances/ipc-2006/domains/rovers-propositional/instance-25.lp,9.68,9.415,3403,246,227,0,9.92,9.588,3403,246,227,0,9.62,9.337,3403,246,227,0,10.26,9.973,3403,246,222,0,9.54,9.278,3403,246,223,0,9.71,9.447,3403,246,228,0,9.54,9.278,3403,246,222,0,9.695,9.431,3403,246,227,0,10.26,9.973,3403,246,228,0
pddl-instances/ipc-2006/domains/rovers-propositional/instance-26.lp,8.63,8.317,11872,1190,214,0,8.6,8.254,4427,255,215,49,8.6,8.259,4427,255,215,49,8.29,7.945,4427,255,214,49,8.37,8.013,4427,255,208,43,8.11,7.762,4427,255,215,47,8.11,7.762,4427,255,208,0,8.485,8.1335,4427,255,214.5,48,8.63,8.317,11872,1190,215,49
pddl-instances/ipc-2006/domains/rovers-propositional/instance-27.lp,11.49,10.811,12599,4121,257,0,11.74,10.769,17833,4523,266,633,11.26,10.227,11696,2742,270,891,10.74,10.122,11739,3471,259,350,10.7,10.027,13831,3398,257,386,11.23,10.484,14873,4097,260,525,10.7,10.027,11696,2742,257,0,11.245,10.3555,13215,3784,259.5,455.5,11.74,10.811,17833,4523,270,891
pddl-instances/ipc-2006/domains/rovers-propositional/instance-28.lp,25.04,24.31,24585,1359,555,0,25.13,24.371,19051,1189,555,78,25.09,24.348,19051,1189,556,78,25.18,24.416,19051,1189,555,78,25.11,24.324,32317,1288,554,68,24.98,24.239,19051,1189,555,73,24.98,24.239,19051,1189,554,0,25.1,24.336,19051,1189,555,75.5,25.18,24.416,32317,1359,556,78
pddl-instances/ipc-2006/domains/rovers-propositional/instance-29.lp,37.45,36.465,20755,556,798,0,37.3,36.227,19245,563,798,85,37.58,36.448,19245,563,799,85,37.78,36.652,19245,563,799,85,37.96,36.713,16064,696,799,64,36.98,35.894,8716,468,798,71,36.98,35.894,8716,468,798,0,37.515,36.4565,19245,563,798.5,78,37.96,36.713,20755,696,799,85
pddl-instances/ipc-2006/domains/rovers-propositional/instance-3.lp,0.76,0.616,105,15,23,0,0.82,0.564,105,14,23,6,0.62,0.484,105,14,23,6,0.59,0.456,105,14,23,6,0.63,0.488,105,14,24,6,0.59,0.454,105,14,23,6,0.59,0.454,105,14,23,0,0.625,0.486,105,14,23,6,0.82,0.616,105,15,24,6
pddl-instances/ipc-2006/domains/rovers-propositional/instance-30.lp,47.89,46.54,199208,5952,1009,0,47.92,46.611,157768,4576,1007,167,47.15,45.844,157768,4576,1009,167,47.81,46.382,157768,4576,1008,167,49.12,47.695,234727,6708,1009,139,48.74,47.429,295015,8440,1011,156,47.15,45.844,157768,4576,1007,0,47.905,46.5755,178488,5264,1009,161.5,49.12,47.695,295015,8440,1011,167
pddl-instances/ipc-2006/domains/rovers-propositional/instance-31.lp,31.5,30.518,181564,12561,657,0,30.59,29.377,133754,10120,661,548,30.56,29.237,130792,9712,666,750,31.32,30.209,150286,12532,658,354,30.23,29.052,172494,10504,657,380,32.1,31.009,142906,9105,658,467,30.23,29.052,130792,9105,657,0,30.955,29.793,146596,10312,658,423.5,32.1,31.009,181564,12561,666,750
pddl-instances/ipc-2006/domains/rovers-propositional/instance-32.lp,367.15,365.648,9874149,777304,1400,0,223.69,222.177,6329108,413316,1401,75,216.49,215.165,6329108,413316,1397,75,218.68,217.149,6329108,413316,1401,75,431.58,430.147,11760252,953082,1416,50,285.47,283.893,8179895,586048,1401,61,216.49,215.165,6329108,413316,1397,0,254.58,253.035,7254501.5,499682,1401,68,431.58,430.147,11760252,953082,1416,75
pddl-instances/ipc-2006/domains/rovers-propositional/instance-33.lp,900,900,20873950,1730286,1970,0,900,900,18739736,1695357,1972,0,900,900,18683220,1737077,1976,0,900,900,19824558,1688971,1975,0,900,900,19657125,1700061,1974,0,900,900,18898435,1704900,1971,0,900,900,18683220,1688971,1970,0,900,900,19277780,1702480.5,1973,0,900,900,20873950,1737077,1976,0
pddl-instances/ipc-2006/domains/rovers-propositional/instance-34.lp,130.56,128.047,3010258,58008,2043,0,133.3,130.979,3270938,63945,2047,40,131.29,128.783,3270938,63945,2046,40,139.04,136.591,3270938,63945,2046,40,138.34,135.842,3737869,75587,2046,36,146.99,144.523,3737869,75587,2050,38,130.56,128.047,3010258,58008,2043,0,135.82,133.4105,3270938,63945,2046,39,146.99,144.523,3737869,75587,2050,40
pddl-instances/ipc-2006/domains/rovers-propositional/instance-35.lp,900,900,10591568,1542580,3508,0,900,900,12262290,1529342,3617,0,900,900,12965370,1564337,3617,0,900,900,12264425,1533000,3616,0,900,900,10698455,1555503,3509,0,900,900,10802268,1585243,3510,0,900,900,10591568,1529342,3508,0,900,900,11532279,1549041.5,3563,0,900,900,12965370,1585243,3617,0
pddl-instances/ipc-2006/domains/rovers-propositional/instance-36.lp,900,900,20525523,1495073,3006,0,900,900,21311071,1510604,3009,0,900,900,22039060,1559285,3014,0,900,900,21181326,1509005,3010,0,900,900,21690793,1541381,3009,0,900,900,21313635,1505678,3008,0,900,900,20525523,1495073,3006,0,900,900,21312353,1509804.5,3009,0,900,900,22039060,1559285,3014,0
pddl-instances/ipc-2006/domains/rovers-propositional/instance-37.lp,900,900,9540043,861928,5046,0,900,900,13570657,831458,5162,0,900,900,13431309,837082,5165,0,900,900,14012652,829359,5158,0,900,900,14026009,842689,5161,0,900,900,13769384,823891,5161,0,900,900,9540043,823891,5046,0,900,900,13670020.5,834270,5161,0,900,900,14026009,861928,5165,0
pddl-instances/ipc-2006/domains/rovers-propositional/instance-38.lp,900,900,0,0,8005,0,900,900,0,0,8110,0,900,900,0,0,8001,0,900,900,0,0,8000,0,900,900,0,0,8007,0,900,900,0,0,8112,0,900,900,0,0,8000,0,900,900,0,0,8006,0,900,900,0,0,8112,0
pddl-instances/ipc-2006/domains/rovers-propositional/instance-39.lp,900,900,20769891,855456,5729,0,900,900,20005028,843404,5729,0,900,900,19371315,838021,5733,0,900,900,20028720,831127,5728,0,900,900,19368491,839586,5727,0,900,900,20142521,839157,5730,0,900,900,19368491,831127,5727,0,900,900,20016874,839371.5,5729,0,900,900,20769891,855456,5733,0
pddl-instances/ipc-2006/domains/rovers-propositional/instance-4.lp,0.61,0.429,34,2,22,0,0.52,0.396,34,2,22,0,0.52,0.387,34,2,23,0,0.63,0.405,34,2,23,0,0.53,0.409,34,2,23,0,0.48,0.368,34,2,22,0,0.48,0.368,34,2,22,0,0.525,0.4005,34,2,22.5,0,0.63,0.429,34,2,23,0
pddl-instances/ipc-2006/domains/rovers-propositional/instance-40.lp,900,900,0,0,8006,0,900,900,0,0,8007,0,900,900,0,0,8000,0,900,900,0,0,8003,0,900,900,0,0,8003,0,900,900,0,0,8005,0,900,900,0,0,8000,0,900,900,0,0,8004,0,900,900,0,0,8007,0
pddl-instances/ipc-2006/domains/rovers-propositional/instance-5.lp,0.67,0.548,34,5,24,0,0.58,0.469,34,5,24,0,0.54,0.424,34,5,24,0,0.64,0.522,34,5,25,0,0.59,0.447,34,5,23,0,0.67,0.546,34,5,24,0,0.54,0.424,34,5,23,0,0.615,0.4955,34,5,24,0,0.67,0.548,34,5,25,0
pddl-instances/ipc-2006/domains/rovers-propositional/instance-6.lp,0.8,0.66,173,69,28,0,0.74,0.605,174,69,29,3,0.92,0.774,174,69,28,3,0.79,0.649,174,69,28,3,0.98,0.829,174,69,28,3,0.76,0.625,174,69,28,3,0.74,0.605,173,69,28,0,0.795,0.6545,174,69,28,3,0.98,0.829,174,69,29,3
